,Unnamed: 0,#,Transaction Date,Owner,Ticker,Asset Name,Type,Amount,Comment,Senator Name,Transaction Type,Comments
1419,,122,10/29/2018,Spouse,--,Mantech Intl,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1420,,123,10/29/2018,Spouse,--,SPDR Eurostoxx 50 ETF,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1421,,124,10/29/2018,Spouse,--,CyrusOne Inc,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1422,,125,10/29/2018,Spouse,--,General Electric,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1423,,126,10/29/2018,Spouse,--,Western Asset inflation Linked Opportunity & Income Fd,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1424,,127,10/29/2018,Spouse,--,Banco Latinoamerican De Comercio Exterior S.A.,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1425,,128,10/29/2018,Spouse,--,Scotts Miracle Grow,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1426,,129,11/02/2018,Spouse,--,Amazon,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1427,,130,11/09/2018,Spouse,--,Marathon Petroleum Corp,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1428,,131,11/09/2018,Spouse,--,Pfizer Inc,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1429,,132,11/09/2018,Spouse,--,Pfizer,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1430,,133,11/09/2018,Spouse,--,Marathon Petroleum Corp,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1431,,134,11/12/2018,Spouse,--,Amazon,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1432,,135,11/21/2018,Spouse,--,Nuveen JFR Term Preferred Step-up  Rate/Coupon: 3.0% Matures: 12/01/2019,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1433,,136,11/21/2018,Spouse,--,Nuveen JFR Term Preferred Step-up  Rate/Coupon: 3.0% Matures: 12/01/2019,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1434,,137,12/10/2018,Spouse,--,Compass Materials,Sale (Full),"$1,001 - $15,000",--,"Carper, Thomas R.",,
1435,,138,12/17/2018,Spouse,--,Goldman Sachs  Rate/Coupon: 4.5% Matures: 12/15/2018,Sale (Full),"$15,001 - $50,000",--,"Carper, Thomas R.",,
1436,,139,12/17/2018,Self,--,Invesco Pacific Growth A,Purchase,"$1,001 - $15,000",--,"Carper, Thomas R.",,
1437,,140,12/19/2018,Spouse,--,Bank of America  Rate/Coupon: 3.0% Matures: 06/21/2020,Purchase,"$15,001 - $50,000",--,"Carper, Thomas R.",,
1438,,141,12/19/2018,Spouse,--,Bank of America  Rate/Coupon: 3.0% Matures: 06/21/2020,Purchase,"$15,001 - $50,000",--,"Carper, Thomas R.",,
1439,,1,10/11/2018,Spouse,--,fimkx,,"$1,001 - $15,000",,"Carper, Thomas R.",Sale (Partial),
1440,,1,03/05/2018,Spouse,WFC,Wells Fargo & Company,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"McConnell, A. Mitchell Jr.",,
1441,,2,06/01/2018,Spouse,WFC,Wells Fargo & Company,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"McConnell, A. Mitchell Jr.",,
1442,,3,09/06/2018,Spouse,WFC,Wells Fargo & Company,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"McConnell, A. Mitchell Jr.",,
1443,,4,12/05/2018,Spouse,WFC,Wells Fargo & Company,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"McConnell, A. Mitchell Jr.",,
1444,,1,12/19/2018,Self,MNNAX,Victory Munder Multi-Cap Fund Class A,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Capital Gains Reinvestment
1445,,2,12/19/2018,Self,MNNAX,Victory Munder Multi-Cap Fund Class A,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1446,,3,12/03/2018,Self,--,Vanguard Aggressive Growth Portfolio (Age Based),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,
1447,,4,12/03/2018,Self,--,Vanguard Aggressive Growth Portfolio (Age Based),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,
1448,,5,12/18/2018,Self,VHCAX,Vanguard Capital Opportunity Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1449,,6,12/18/2018,Self,VHCAX,Vanguard Capital Opportunity Fund Admiral Shares,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Capital Gains Reinvestment
1450,,7,03/21/2018,Self,VSIAX,Vanguard Small Cap Value Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1451,,8,06/21/2018,Self,VSIAX,Vanguard Small Cap Value Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1452,,9,09/27/2018,Self,VSIAX,Vanguard Small Cap Value Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1453,,10,12/21/2018,Self,VSIAX,Vanguard Small Cap Value Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1454,,11,03/23/2018,Self,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1455,,12,06/27/2018,Self,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1456,,13,09/25/2018,Self,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1457,,14,12/14/2018,Self,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1458,,15,12/13/2018,Spouse,TRBCX,T. Rowe Price Blue Chip Growth Fund,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1459,,16,12/17/2018,Spouse,PRITX,T. Rowe Price International Stock Fund,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1460,,17,12/13/2018,Spouse,RPMGX,T. Rowe Price Mid-Cap Growth Fund,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1461,,18,12/14/2018,Spouse,PRSCX,T. Rowe Price Science and Technology Fund,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1462,,19,12/13/2018,Spouse,OTCFX,T. Rowe Price Small-Cap Stock Fund,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1463,,20,03/23/2018,Joint,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1464,,21,06/27/2018,Joint,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1465,,22,09/25/2018,Joint,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1466,,23,12/14/2018,Joint,VFIAX,Vanguard 500 Index Fund Admiral Shares,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1467,,24,06/15/2018,Spouse,VGIAX,Vanguard Growth and Income Fund Admiral Shares,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1468,,25,12/18/2018,Spouse,VGIAX,Vanguard Growth and Income Fund Admiral Shares,,"$15,001 - $50,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1469,,26,03/23/2018,Spouse,--,(IRA) VFIAX - Vanguard 500 Index Admiral,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1470,,27,06/27/2018,Spouse,--,(IRA) VFIAX - Vanguard 500 Index Admiral,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1471,,28,09/25/2018,Spouse,--,(IRA) VFIAX - Vanguard 500 Index Admiral,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1472,,29,12/14/2018,Spouse,--,(IRA) VFIAX - Vanguard 500 Index Admiral,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1473,,30,12/17/2018,Spouse,--,JDVPX - John Hancock Funds Disciplined Value Fund Class R2 (UBS PSP),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1474,,31,12/19/2018,Spouse,--,WGIFX - American Funds Capital World Gr&Inc F2 (UBS Pension Trust),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1475,,32,12/24/2018,Spouse,--,GFFFX - American Funds The Growth Fund of America Class F2 (UBS Pension Trust),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1476,,33,12/20/2018,Spouse,--,PEQPX - Principal Equity Income (UBS Pension Trust),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1477,,34,12/20/2018,Spouse,--,PEQPX - Principal Equity Income (UBS IRA),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1478,,35,12/19/2018,Spouse,--,WGIFX - American Funds Capital World Gr&Inc F2 (UBS IRA),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1479,,36,12/20/2018,Spouse,--,RSPYX - Victory RS Partners Fund Class Y (UBS IRA),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1480,,37,12/24/2018,Spouse,--,GFFFX - American Funds The Growth Fund of America Class F2 (UBS IRA),,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1481,,38,12/19/2018,Spouse,MNNAX,Victory Munder Multi-Cap Fund Class A,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Capital Gains Reinvestment
1482,,39,12/19/2018,Spouse,MNNAX,Victory Munder Multi-Cap Fund Class A,,"$1,001 - $15,000",,"McConnell, A. Mitchell Jr.",Purchase,Dividend Reinvestment
1483,,40,04/02/2018,Spouse,--,(Pension Trust) VFIAX - Vanguard 500 Index Fund Admiral Shares,,"$1,000,001 - $5,000,000",,"McConnell, A. Mitchell Jr.",Sale (Full),Converted within the Pension Trust from Vanguard 500 Index to Vanguard Treasury Money Market
1484,,1,01/05/2018,Joint,CHTRX,Invesco Charter A,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),
1485,,2,08/23/2018,Self,CVTCX,Calamos Growth & Income C,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Partial),
1486,,3,01/04/2018,Joint,TWTIX,American Century IntermTrm Tx-Fr Bd Inv,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),
1487,,4,01/05/2018,Joint,WBIGX,William Blair International Growth N,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),
1488,,5,01/05/2018,Joint,RYPRX,Royce Premier Invmt,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),
1489,,6,08/01/2018,Joint,--,"Meyer M. Cardin Trust - Montgomery Co., Md. Bond",,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),called by issuer under terms of bond
1490,,7,11/01/2018,Joint,--,"Meyer M. Cardin Trust - Carroll Co., Md. Bond",,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),called by issuer under terms of bond
1491,,8,10/01/2018,Joint,--,"Meyer M. Cardin Trust - Worcester Co., Md. Bond",,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),called by issuer under terms of bond
1492,,9,07/09/2018,Joint,--,Meyer M. Cardin Trust - Invesco Global 45 Dividend Fund 17-2,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),
1493,,10,07/06/2018,Joint,--,Meyer M. Cardfin Trust - Invesco Global 45 Dividend 2018 - 3,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Purchase,
1494,,11,01/19/2018,Joint,--,Meyer M. Cardin Trust - Invesco Global 45 Dividend 2018 -1,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,
1495,,12,11/13/2018,Joint,--,Meyer M. Cardin Trust - Goldman Sachs CD,,"$50,001 - $100,000",,"Cardin, Benjamin L.",Purchase,
1496,,13,11/12/2018,Self,--,Maryland College Investment Plan - Portfolio 2021,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,
1497,,14,11/12/2018,Spouse,--,Maryland College Investment Plan - Portfolio 2021,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,
1498,,15,12/21/2018,Self,CVTCX,Calamos Growth & Income C,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1499,,16,12/14/2018,Self,LBSAX,Columbia Dividend Income A,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1500,,17,06/14/2018,Self,AEGFX,American Funds Europacific Growth F1,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1501,,18,12/21/2018,Self,AEGFX,American Funds Europacific Growth F1,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1502,,19,12/14/2018,Joint,CHTRX,Invesco Charter A,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1503,,20,12/14/2018,Joint,LBSAX,Columbia Dividend Income A,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1504,,21,12/17/2018,Joint,HCAIX,Harbor Capital Appreciation Inv,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1505,,22,12/14/2018,Joint,PAVLX,T. Rowe Price Value Adv,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1506,,23,12/24/2018,Joint,GFAFX,American Funds Growth Fund of Amer F1,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1507,,24,12/24/2018,Joint,AFIFX,American Funds Fundamental Invs F1,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,distribution reinvestment
1508,,25,04/01/2018,Joint,--,Israel Bond,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),matured
1509,,26,04/05/2018,Spouse,VNQ,Vanguard Real Estate ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1510,,27,07/05/2018,Spouse,XLY,Consumer Discret Sel Sect SPDR ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1511,,28,04/05/2018,Spouse,AGZ,iShares Agency Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),IRA
1512,,29,04/05/2018,Spouse,XLK,Technology Select Sector SPDR ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1513,,30,10/04/2018,Spouse,XLK,Technology Select Sector SPDR ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1514,,31,04/05/2018,Spouse,AGG,iShares Core US Aggregate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1515,,32,10/04/2018,Spouse,AGG,iShares Core US Aggregate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1516,,33,12/26/2018,Spouse,AGG,iShares Core US Aggregate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1517,,34,07/05/2018,Spouse,XLV,Health Care Select Sector SPDR ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1518,,35,04/05/2018,Spouse,TIP,iShares TIPS Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),IRA
1519,,36,10/04/2018,Spouse,EMB,iShares JP Morgan USD Em Mkts Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1520,,37,04/05/2018,Spouse,IWM,iShares Russell 2000 ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1521,,38,10/04/2018,Spouse,IWM,iShares Russell 2000 ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1522,,39,07/05/2018,Spouse,IVV,iShares Core S&P 500 ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1523,,40,10/04/2018,Spouse,IVV,iShares Core S&P 500 ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1524,,41,04/05/2018,Spouse,PFF,iShares Preferred&Income Securities ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),IRA
1525,,42,04/05/2018,Spouse,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1526,,43,10/04/2018,Spouse,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1527,,44,04/05/2018,Spouse,VCSH,Vanguard Short-Term Corporate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1528,,45,07/05/2018,Spouse,VCSH,Vanguard Short-Term Corporate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1529,,46,10/04/2018,Spouse,IEMG,iShares Core MSCI Emerging Markets ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1530,,47,04/05/2018,Spouse,JNK,SPDR Blmbg Barclays High Yield Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),IRA
1531,,48,04/05/2018,Spouse,VCIT,Vanguard Interm-Term Corp Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1532,,49,04/05/2018,Spouse,XLRE,Real Estate Select Sector SPDR,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Full),IRA - sale was less than $1000 but included because it was a listed asset in 2017
1533,,50,10/04/2018,Spouse,XLF,Financial Select Sector SPDR ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1534,,51,07/09/2018,Self,IGIB,iShares Intermediate-Term Corp Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA - name changed from CIU Ishares Intermediate Credit Bond 8/1/18
1535,,52,08/08/2018,Self,IGIB,iShares Intermediate-Term Corp Bd ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Partial),IRA - name changed from CIU Ishares Intermediate Credit Bond 8/1/18
1536,,53,07/09/2018,Self,EMB,iShares JP Morgan USD Em Mkts Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1537,,54,08/08/2018,Self,EMB,iShares JP Morgan USD Em Mkts Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1538,,55,02/05/2018,Self,IVW,iShares S&P 500 Growth ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1539,,56,07/09/2018,Self,IVW,iShares S&P 500 Growth ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1540,,57,02/05/2018,Self,IVE,iShares S&P 500 Value ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1541,,58,07/09/2018,Self,IVE,iShares S&P 500 Value ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1542,,59,02/05/2018,Self,JNK,SPDR Blmbg Barclays High Yield Bd ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),IRA
1543,,60,07/09/2018,Self,VEA,Vanguard FTSE Developed Markets ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1544,,61,02/05/2018,Self,VWO,Vanguard FTSE Emerging Markets ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1545,,62,07/09/2018,Self,VWO,Vanguard FTSE Emerging Markets ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1546,,63,02/05/2018,Self,IJH,iShares Core S&P Mid-Cap ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1547,,64,07/09/2018,Self,IJH,iShares Core S&P Mid-Cap ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1548,,65,02/05/2018,Self,AGG,iShares Core US Aggregate Bond ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Purchase,IRA
1549,,66,07/09/2018,Self,AGG,iShares Core US Aggregate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1550,,67,08/08/2018,Self,AGG,iShares Core US Aggregate Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1551,,68,07/09/2018,Self,IWM,iShares Russell 2000 ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1552,,69,02/05/2018,Self,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$50,001 - $100,000",,"Cardin, Benjamin L.",Purchase,IRA
1553,,70,07/09/2018,Self,HYG,iShares iBoxx $ High Yield Corp Bd ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1554,,71,02/05/2018,Self,IVV,iShares Core S&P 500 ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Purchase,IRA
1555,,72,07/09/2018,Self,IVV,iShares Core S&P 500 ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1556,,73,07/09/2018,Self,IEF,iShares 7-10 Year Treasury Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),IRA
1557,,74,08/08/2018,Self,IEF,iShares 7-10 Year Treasury Bond ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),IRA
1558,,75,08/08/2018,Self,SHV,iShares Short Treasury Bond ETF,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Purchase,IRA
1559,,76,08/08/2018,Self,VCSH,Vanguard Short-Term Corporate Bond ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Purchase,IRA
1560,,77,08/08/2018,Self,VMBS,Vanguard Mortgage-Backed Secs ETF,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Purchase,IRA
1561,,78,04/18/2018,Joint,--,Meyer M. Cardin Trust - First Trust Select DSIP 2017,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Sale (Full),
1562,,79,04/19/2018,Joint,--,Meyer M. Cardin Trust - First Trust Select DSIP 2018,,"$15,001 - $50,000",,"Cardin, Benjamin L.",Purchase,
1563,,80,08/02/2018,Self,--,Maryland College Investment Plan - Porfolio 2018,,"$1,001 - $15,000",,"Cardin, Benjamin L.",Sale (Partial),529 distribution for college expenses
1564,,1,12/07/2018,Self,FEQIX,Fidelity Equity-Income,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1565,,2,12/14/2018,Self,FMAGX,Fidelity Magellan,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1566,,3,12/07/2018,Self,FPURX,Fidelity Puritan,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1567,,4,12/10/2018,Spouse,MSIGX,Oppenheimer Main Street A,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1568,,5,12/12/2018,Spouse,EVTMX,Eaton Vance Dividend Builder A,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1569,,6,12/17/2018,Spouse,ACSTX,Invesco Comstock A,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1570,,7,12/27/2018,Spouse,FAGOX,Fidelity Advisor Growth Opps M,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1571,,8,12/07/2018,Spouse,FCNTX,Fidelity Contrafund,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1572,,9,12/14/2018,Spouse,FMIJX,FMI International,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1573,,10,12/14/2018,Spouse,ACSTX,Invesco Comstock A,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1574,,11,12/17/2018,Spouse,HACAX,Harbor Capital Appreciation Instl,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1575,,12,12/18/2018,Spouse,JACTX,Janus Henderson Forty T,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1576,,13,12/18/2018,Spouse,VWINX,Vanguard Wellesley Income Inv,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1577,,14,12/28/2018,Spouse,VGSTX,Vanguard STAR Inv,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1578,,15,12/11/2018,Joint,BIGRX,American Century Income and Growth Inv,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1579,,16,12/18/2018,Joint,TWCUX,American Century Ultra Inv,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1580,,17,12/14/2018,Joint,ACSTX,Invesco Comstock A,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1581,,18,01/03/2018,Joint,SPHIX,Fidelity High Income Fund,,"$15,001 - $50,000",,"Rosen, Jacky",Purchase,
1582,,19,12/10/2018,Self,MSIGX,Oppenheimer Main Street A,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
1583,,20,03/22/2018,Joint,--,"DPS - Dr. Pepper Snapple Group, Inc.",,"$1,001 - $15,000",,"Rosen, Jacky",Sale (Full),Filed paper PTR with the Clerk of the House
1584,,21,10/12/2018,Joint,--,EVHC - Envision Healthcare Corporation,,"$15,001 - $50,000",,"Rosen, Jacky",Sale (Full),Filed paper PTR with the Clerk of the House; Cash-out merger
1585,,22,07/27/2018,Joint,--,"QCP - Quality Care Properties, Inc.",,"$1,001 - $15,000",,"Rosen, Jacky",Sale (Full),Filed paper PTR with the Clerk of the House; Cash-out merger
1586,,23,02/09/2018,Spouse,FCNTX,Fidelity Contrafund Fund,,"$1,001 - $15,000",,"Rosen, Jacky",Purchase,
